,country,date,model,precede,preValue
130367,4,2020-11-10,l3,23,1312230.500858748
244008,4,2020-11-10,sjka,24,1087529.0
187836,4,2020-11-10,lanl,2,1286427.01
42969,4,2020-11-10,l2,19,1249092.125407914
243921,4,2020-11-10,sjka,27,1075462.0
43491,4,2020-11-10,l2,1,1238739.240536948
42766,4,2020-11-10,l2,26,1541779.4206152742
130715,4,2020-11-10,l3,11,1304574.3674823814
43027,4,2020-11-10,l2,17,1259788.6419418706
130425,4,2020-11-10,l3,21,1302707.3898264058
130831,4,2020-11-10,l3,7,1275766.2682905714
243979,4,2020-11-10,sjka,25,1100905.0
244327,4,2020-11-10,sjka,13,1255834.0
130918,4,2020-11-10,l3,4,1248498.0600244228
43520,4,2020-11-10,l2,0,1237910.954655561
43404,4,2020-11-10,l2,4,1242254.8848680696
243950,4,2020-11-10,sjka,26,1082139.0
43462,4,2020-11-10,l2,2,1243612.599820748
244588,4,2020-11-10,sjka,4,1239393.0
130512,4,2020-11-10,l3,18,1330958.8476101174
130193,4,2020-11-10,l3,29,1333462.0217181442
244240,4,2020-11-10,sjka,16,1253687.0
130483,4,2020-11-10,l3,19,1318294.295369042
244066,4,2020-11-10,sjka,22,1110521.0
42853,4,2020-11-10,l2,23,1224625.8980541695
130222,4,2020-11-10,l3,28,1316378.741327866
243892,4,2020-11-10,sjka,28,1102764.0
243863,4,2020-11-10,sjka,29,1553318.0
43259,4,2020-11-10,l2,9,1256229.25684606
187677,4,2020-11-10,lanl,23,1523061.09645544
244675,4,2020-11-10,sjka,1,1239975.0
244704,4,2020-11-10,sjka,0,1239104.0
244443,4,2020-11-10,sjka,9,1233290.0
244385,4,2020-11-10,sjka,11,1258782.0
130541,4,2020-11-10,l3,17,1338857.7024919896
42911,4,2020-11-10,l2,21,1220177.6917514238
42882,4,2020-11-10,l2,22,1206282.697872156
43085,4,2020-11-10,l2,15,1329875.66956491
244269,4,2020-11-10,sjka,15,1249643.0
43230,4,2020-11-10,l2,10,1287981.932865837
187651,4,2020-11-10,lanl,27,1819065.55757548
42940,4,2020-11-10,l2,20,1261897.4677499242
187730,4,2020-11-10,lanl,16,1452692.62207764
42824,4,2020-11-10,l2,24,1270130.2550119993
130599,4,2020-11-10,l3,15,1344263.4487495194
131005,4,2020-11-10,l3,1,1247738.5005473308
42679,4,2020-11-10,l2,29,1982742.771002444
244646,4,2020-11-10,sjka,2,1243642.0
131034,4,2020-11-10,l3,0,1245007.564488031
130251,4,2020-11-10,l3,27,1294609.9933328913
244501,4,2020-11-10,sjka,7,1229511.0
130628,4,2020-11-10,l3,14,1338584.2089901443
244211,4,2020-11-10,sjka,17,1230378.0
187704,4,2020-11-10,lanl,20,1953037.82083129
130657,4,2020-11-10,l3,13,1322394.7802249163
130570,4,2020-11-10,l3,16,1346526.1322669955
244037,4,2020-11-10,sjka,23,1110856.0
244298,4,2020-11-10,sjka,14,1250324.0
244414,4,2020-11-10,sjka,10,1259304.0
130280,4,2020-11-10,l3,26,1299847.2668070197
130454,4,2020-11-10,l3,20,1301029.5520486764
43057,4,2020-11-11,l2,17,1305584.6850040976
130658,4,2020-11-11,l3,14,1356838.0197634902
130397,4,2020-11-11,l3,23,1339611.0863849688
43144,4,2020-11-11,l2,14,1307005.1797918784
187864,4,2020-11-11,lanl,0,1287804.05
244560,4,2020-11-11,sjka,6,1258622.0
130629,4,2020-11-11,l3,15,1374420.6052719275
130542,4,2020-11-11,l3,18,1374704.8431481852
130832,4,2020-11-11,l3,8,1305521.5551292563
243980,4,2020-11-11,sjka,26,1115182.0
187731,4,2020-11-11,lanl,17,1494622.93277462
187784,4,2020-11-11,lanl,10,1423426.15
243951,4,2020-11-11,sjka,27,1095752.0
244473,4,2020-11-11,sjka,9,1268160.0
130745,4,2020-11-11,l3,11,1336834.796064888
244067,4,2020-11-11,sjka,23,1125650.0
130426,4,2020-11-11,l3,22,1336217.4746383775
244096,4,2020-11-11,sjka,22,1130142.0
187758,4,2020-11-11,lanl,14,1458829.4
130774,4,2020-11-11,l3,10,1330535.110790499
43115,4,2020-11-11,l2,15,1304846.194003974
243922,4,2020-11-11,sjka,28,1089265.0
244444,4,2020-11-11,sjka,10,1253760.0
130716,4,2020-11-11,l3,12,1337377.943552266
130455,4,2020-11-11,l3,21,1334388.4822346675
244502,4,2020-11-11,sjka,8,1249911.0
130571,4,2020-11-11,l3,17,1382924.961078017
187678,4,2020-11-11,lanl,24,1568171.82547804
244038,4,2020-11-11,sjka,24,1126025.0
244009,4,2020-11-11,sjka,25,1101176.0
187705,4,2020-11-11,lanl,21,2036860.61525929
244125,4,2020-11-11,sjka,21,1177477.0
187837,4,2020-11-11,lanl,3,1316990.55
187652,4,2020-11-11,lanl,28,1868571.86529341
187811,4,2020-11-11,lanl,7,1344073.64
130803,4,2020-11-11,l3,9,1325528.5525154178
43086,4,2020-11-11,l2,16,1364777.0504222694
130513,4,2020-11-11,l3,19,1366262.565024913
130687,4,2020-11-11,l3,13,1340541.9305991924
244531,4,2020-11-11,sjka,7,1247420.0
130600,4,2020-11-11,l3,16,1380507.548212533
130484,4,2020-11-11,l3,20,1352769.184231243
43028,4,2020-11-11,l2,18,1286114.380192841
130861,4,2020-11-11,l3,7,1285719.5041875583
244705,4,2020-11-11,sjka,1,1261319.0
244386,4,2020-11-11,sjka,12,1283615.0
42912,4,2020-11-11,l2,22,1245113.553970785
43260,4,2020-11-11,l2,10,1280424.9501859588
244270,4,2020-11-11,sjka,16,1274098.0
42883,4,2020-11-11,l2,23,1230081.3919369334
244676,4,2020-11-11,sjka,2,1262072.0
244241,4,2020-11-11,sjka,17,1278379.0
43231,4,2020-11-11,l2,11,1317323.5806936808
244734,4,2020-11-11,sjka,0,1259302.0
244328,4,2020-11-11,sjka,14,1280796.0
42767,4,2020-11-11,l2,27,1596490.1178669103
43289,4,2020-11-11,l2,9,1276912.3777879917
43318,4,2020-11-11,l2,8,1263434.1341420987
244357,4,2020-11-11,sjka,13,1288494.0
43347,4,2020-11-11,l2,7,1254362.7700356878
42709,4,2020-11-11,l2,29,1823129.7445377184
42738,4,2020-11-11,l2,28,1690077.032909013
42825,4,2020-11-11,l2,25,1299177.452073976
42854,4,2020-11-11,l2,24,1249913.2627521097
244299,4,2020-11-11,sjka,15,1274880.0
243893,4,2020-11-11,sjka,29,1118280.0
42796,4,2020-11-11,l2,26,1388932.246806954
43492,4,2020-11-11,l2,2,1259938.2489582894
42970,4,2020-11-11,l2,20,1274483.588582519
43463,4,2020-11-11,l2,3,1266245.6881278444
130948,4,2020-11-11,l3,4,1274771.4176014902
244589,4,2020-11-11,sjka,5,1261658.0
43521,4,2020-11-11,l2,1,1258671.8532523308
130339,4,2020-11-11,l3,25,1351145.5552526405
244618,4,2020-11-11,sjka,4,1262086.0
130310,4,2020-11-11,l3,26,1346820.5596800752
43550,4,2020-11-11,l2,0,1257795.4004246905
244183,4,2020-11-11,sjka,19,1249709.0
43376,4,2020-11-11,l2,6,1261330.76239827
42999,4,2020-11-11,l2,19,1288313.2333788052
130919,4,2020-11-11,l3,5,1274685.8498141633
130890,4,2020-11-11,l3,6,1277904.475671379
43173,4,2020-11-11,l2,13,1324293.4516703947
130368,4,2020-11-11,l3,24,1346317.3924497836
244415,4,2020-11-11,sjka,11,1283976.0
43405,4,2020-11-11,l2,5,1265178.887915945
244154,4,2020-11-11,sjka,20,1256818.0
43434,4,2020-11-11,l2,4,1265411.990352308
244212,4,2020-11-11,sjka,18,1253294.0
130252,4,2020-11-11,l3,28,1327735.1306155154
131064,4,2020-11-11,l3,0,1264410.725782639
43202,4,2020-11-11,l2,12,1315814.6669583423
131035,4,2020-11-11,l3,1,1270516.4217724502
244647,4,2020-11-11,sjka,3,1266398.0
130223,4,2020-11-11,l3,29,1350781.3056681156
130977,4,2020-11-11,l3,3,1276076.8166195196
130281,4,2020-11-11,l3,27,1333238.8995951149
131006,4,2020-11-11,l3,2,1273754.2927258706
42941,4,2020-11-11,l2,21,1290371.8896361075
130485,4,2020-11-12,l3,21,1388145.630481842
244126,4,2020-11-12,sjka,22,1195196.0
244329,4,2020-11-12,sjka,15,1305768.0
130282,4,2020-11-12,l3,28,1367488.3263477224
130311,4,2020-11-12,l3,27,1381824.3404164775
244010,4,2020-11-12,sjka,26,1114555.0
244155,4,2020-11-12,sjka,21,1280268.0
244068,4,2020-11-12,sjka,24,1140522.0
130456,4,2020-11-12,l3,22,1368602.7490434134
244358,4,2020-11-12,sjka,14,1313941.0
130398,4,2020-11-12,l3,24,1374185.5474969975
43319,4,2020-11-12,l2,9,1285886.900862629
43290,4,2020-11-12,l2,10,1300524.9924100924
43348,4,2020-11-12,l2,8,1275817.3791620857
244416,4,2020-11-12,sjka,12,1308615.0
43174,4,2020-11-12,l2,14,1354879.3530109923
187838,4,2020-11-12,lanl,4,1346688.28
244271,4,2020-11-12,sjka,17,1298552.0
130253,4,2020-11-12,l3,29,1361707.839541834
43145,4,2020-11-12,l2,15,1335521.9552397886
43232,4,2020-11-12,l2,12,1347070.039877564
244039,4,2020-11-12,sjka,25,1140936.0
244300,4,2020-11-12,sjka,16,1299438.0
130340,4,2020-11-12,l3,26,1386403.033824635
244387,4,2020-11-12,sjka,13,1308441.0
244445,4,2020-11-12,sjka,11,1273874.0
43203,4,2020-11-12,l2,13,1345375.1257116862
244213,4,2020-11-12,sjka,19,1276172.0
130369,4,2020-11-12,l3,25,1381289.7353221148
130427,4,2020-11-12,l3,23,1370589.5533200884
244184,4,2020-11-12,sjka,20,1272378.0
244242,4,2020-11-12,sjka,18,1303078.0
187865,4,2020-11-12,lanl,1,1314614.08
43261,4,2020-11-12,l2,11,1304531.0723247367
244097,4,2020-11-12,sjka,23,1144963.0
131094,4,2020-11-12,l3,0,1285029.2765631208
131065,4,2020-11-12,l3,1,1288920.5600976546
244619,4,2020-11-12,sjka,5,1284161.0
42768,4,2020-11-12,l2,28,1653493.3046165358
43580,4,2020-11-12,l2,0,1280833.8033049712
131036,4,2020-11-12,l3,2,1296547.9279294682
244648,4,2020-11-12,sjka,4,1289042.0
131007,4,2020-11-12,l3,3,1300312.523438109
130978,4,2020-11-12,l3,4,1302971.4776683084
42942,4,2020-11-12,l2,22,1319310.432059922
43551,4,2020-11-12,l2,1,1277943.4610812813
244764,4,2020-11-12,sjka,0,1282387.0
244706,4,2020-11-12,sjka,2,1283392.0
42884,4,2020-11-12,l2,24,1254084.3405916991
42826,4,2020-11-12,l2,26,1328717.822641458
244735,4,2020-11-12,sjka,1,1281257.0
42855,4,2020-11-12,l2,25,1275482.9860466362
42797,4,2020-11-12,l2,27,1425977.712007403
244677,4,2020-11-12,sjka,3,1284019.0
42913,4,2020-11-12,l2,23,1270313.4202699803
244503,4,2020-11-12,sjka,9,1269967.0
130572,4,2020-11-12,l3,18,1420307.7104436315
42739,4,2020-11-12,l2,29,1756178.5210476215
43087,4,2020-11-12,l2,17,1400573.3910609563
130688,4,2020-11-12,l3,14,1374457.1132567625
244532,4,2020-11-12,sjka,8,1267483.0
130601,4,2020-11-12,l3,17,1417728.8629283344
130630,4,2020-11-12,l3,16,1411216.4087317104
43058,4,2020-11-12,l2,18,1333873.7242757312
130659,4,2020-11-12,l3,15,1392178.3716981905
243923,4,2020-11-12,sjka,29,1102819.0
43116,4,2020-11-12,l2,16,1333128.4229630637
187759,4,2020-11-12,lanl,15,1499066.17
244474,4,2020-11-12,sjka,10,1290858.0
243981,4,2020-11-12,sjka,27,1129186.0
187812,4,2020-11-12,lanl,8,1375002.65
187785,4,2020-11-12,lanl,11,1459179.45
243952,4,2020-11-12,sjka,28,1109103.0
187732,4,2020-11-12,lanl,18,1541917.75586144
187653,4,2020-11-12,lanl,29,1922179.27288813
130543,4,2020-11-12,l3,19,1411511.770263275
130514,4,2020-11-12,l3,20,1402502.714445498
187706,4,2020-11-12,lanl,22,2104552.9862729
187679,4,2020-11-12,lanl,25,1609765.88942172
43406,4,2020-11-12,l2,6,1287969.307768959
130717,4,2020-11-12,l3,13,1371006.3668901902
43435,4,2020-11-12,l2,5,1288239.492195455
43493,4,2020-11-12,l2,3,1280767.268392752
42971,4,2020-11-12,l2,21,1300068.099607668
43522,4,2020-11-12,l2,2,1279001.071140654
244590,4,2020-11-12,sjka,6,1283783.0
130949,4,2020-11-12,l3,5,1301488.4121222862
43464,4,2020-11-12,l2,4,1288677.0811665894
130862,4,2020-11-12,l3,8,1313956.1670851049
130746,4,2020-11-12,l3,12,1370406.6282637469
244561,4,2020-11-12,sjka,7,1280354.0
43029,4,2020-11-12,l2,19,1312684.5460740132
130775,4,2020-11-12,l3,11,1363530.47825595
130804,4,2020-11-12,l3,10,1358068.8319733294
130833,4,2020-11-12,l3,9,1335970.8382875333
43377,4,2020-11-12,l2,7,1283531.6665961803
43000,4,2020-11-12,l2,20,1315073.6305107158
130920,4,2020-11-12,l3,6,1301422.9398839998
130891,4,2020-11-12,l3,7,1305146.1286920283
42769,4,2020-11-13,l2,29,1712890.9612925078
42798,4,2020-11-13,l2,28,1463977.398650053
244359,4,2020-11-13,sjka,15,1339381.0
43291,4,2020-11-13,l2,11,1323984.480925967
244794,4,2020-11-13,sjka,0,1316966.0
244765,4,2020-11-13,sjka,1,1304437.0
244562,4,2020-11-13,sjka,8,1301881.0
43175,4,2020-11-13,l2,15,1385932.0776666333
43030,4,2020-11-13,l2,20,1339492.4491268182
43001,4,2020-11-13,l2,21,1342082.2010355194
42972,4,2020-11-13,l2,22,1325837.7311784811
244417,4,2020-11-13,sjka,13,1333251.0
244533,4,2020-11-13,sjka,9,1287199.0
244475,4,2020-11-13,sjka,11,1313432.0
244446,4,2020-11-13,sjka,12,1293617.0
43146,4,2020-11-13,l2,16,1364342.6167660528
43117,4,2020-11-13,l2,17,1361697.7937297637
43059,4,2020-11-13,l2,19,1362497.6453587362
244504,4,2020-11-13,sjka,10,1289665.0
43088,4,2020-11-13,l2,18,1437287.0518613425
244591,4,2020-11-13,sjka,7,1305765.0
42914,4,2020-11-13,l2,24,1295773.3776000608
244388,4,2020-11-13,sjka,14,1333293.0
43233,4,2020-11-13,l2,13,1377216.617663365
244678,4,2020-11-13,sjka,4,1305814.0
244707,4,2020-11-13,sjka,3,1305320.0
42827,4,2020-11-13,l2,27,1358754.9494089184
244736,4,2020-11-13,sjka,2,1303061.0
43262,4,2020-11-13,l2,12,1328522.7236647834
42856,4,2020-11-13,l2,26,1301331.6497943867
42885,4,2020-11-13,l2,25,1278286.1288949775
42943,4,2020-11-13,l2,23,1348715.6879420667
244620,4,2020-11-13,sjka,6,1306093.0
244649,4,2020-11-13,sjka,5,1311574.0
43204,4,2020-11-13,l2,14,1375320.8205027
43320,4,2020-11-13,l2,10,1308153.042027319
131037,4,2020-11-13,l3,3,1323112.7914687209
131066,4,2020-11-13,l3,2,1313905.502671323
130979,4,2020-11-13,l3,5,1330432.971985682
131008,4,2020-11-13,l3,4,1327424.5027206908
131095,4,2020-11-13,l3,1,1308974.4334135395
131124,4,2020-11-13,l3,0,1313083.164895167
43407,4,2020-11-13,l2,7,1310602.6910338544
43436,4,2020-11-13,l2,6,1310912.9644998908
130863,4,2020-11-13,l3,9,1342812.956790242
130892,4,2020-11-13,l3,8,1332968.504038506
43378,4,2020-11-13,l2,8,1305529.156620081
130921,4,2020-11-13,l3,7,1328720.8520462036
43552,4,2020-11-13,l2,2,1297616.1503028148
43581,4,2020-11-13,l2,1,1300882.362916005
43610,4,2020-11-13,l2,0,1317582.5299849235
130950,4,2020-11-13,l3,6,1328765.3484384257
43465,4,2020-11-13,l2,5,1310880.829738818
43494,4,2020-11-13,l2,4,1301198.3355272864
43523,4,2020-11-13,l2,3,1298870.3508912425
130515,4,2020-11-13,l3,21,1439704.134754735
187680,4,2020-11-13,lanl,26,1655813.8479272
244185,4,2020-11-13,sjka,21,1294984.0
187707,4,2020-11-13,lanl,23,2191137.72306043
130312,4,2020-11-13,l3,28,1417737.8671892288
244243,4,2020-11-13,sjka,19,1327756.0
130457,4,2020-11-13,l3,23,1403694.2836559848
244069,4,2020-11-13,sjka,25,1155125.0
130341,4,2020-11-13,l3,27,1422580.538955146
130428,4,2020-11-13,l3,24,1405845.7992988988
244272,4,2020-11-13,sjka,18,1322980.0
130544,4,2020-11-13,l3,20,1449304.1815646037
244040,4,2020-11-13,sjka,26,1155578.0
243982,4,2020-11-13,sjka,28,1142911.0
187813,4,2020-11-13,lanl,9,1406275.73
244214,4,2020-11-13,sjka,20,1298989.0
244011,4,2020-11-13,sjka,27,1127659.0
187839,4,2020-11-13,lanl,5,1376547.15
130283,4,2020-11-13,l3,29,1402617.5828392
130486,4,2020-11-13,l3,22,1424447.2108676063
187733,4,2020-11-13,lanl,19,1586507.58938006
243953,4,2020-11-13,sjka,29,1122185.0
187786,4,2020-11-13,lanl,12,1496387.1
187760,4,2020-11-13,lanl,16,1542152.29
244330,4,2020-11-13,sjka,16,1330724.0
130399,4,2020-11-13,l3,25,1409652.3521954152
130747,4,2020-11-13,l3,13,1404821.547372451
130718,4,2020-11-13,l3,14,1405480.3783145987
130689,4,2020-11-13,l3,15,1409230.336672656
130834,4,2020-11-13,l3,10,1367130.304162602
244156,4,2020-11-13,sjka,22,1303684.0
130805,4,2020-11-13,l3,11,1391407.9397817806
130370,4,2020-11-13,l3,26,1417170.5302228003
130776,4,2020-11-13,l3,12,1397344.0836358694
43349,4,2020-11-13,l2,9,1297033.8879829776
130573,4,2020-11-13,l3,19,1458700.977364055
244301,4,2020-11-13,sjka,17,1323971.0
130602,4,2020-11-13,l3,18,1455953.7406242627
244098,4,2020-11-13,sjka,24,1159506.0
187866,4,2020-11-13,lanl,2,1343160.38
130660,4,2020-11-13,l3,16,1428439.2023169163
244127,4,2020-11-13,sjka,23,1212682.0
130631,4,2020-11-13,l3,17,1448997.304489334
244186,4,2020-11-14,sjka,22,1317509.0
244708,4,2020-11-14,sjka,4,1327080.0
244302,4,2020-11-14,sjka,18,1348457.0
244795,4,2020-11-14,sjka,1,1340124.0
244360,4,2020-11-14,sjka,16,1364788.0
244824,4,2020-11-14,sjka,0,1345246.0
244331,4,2020-11-14,sjka,17,1355639.0
244215,4,2020-11-14,sjka,21,1321726.0
244737,4,2020-11-14,sjka,3,1324689.0
244766,4,2020-11-14,sjka,2,1326327.0
244273,4,2020-11-14,sjka,19,1347360.0
244389,4,2020-11-14,sjka,15,1358093.0
244244,4,2020-11-14,sjka,20,1352392.0
244418,4,2020-11-14,sjka,14,1357870.0
244157,4,2020-11-14,sjka,23,1327045.0
244621,4,2020-11-14,sjka,7,1327856.0
244505,4,2020-11-14,sjka,11,1308980.0
244650,4,2020-11-14,sjka,6,1333972.0
244476,4,2020-11-14,sjka,12,1335867.0
244534,4,2020-11-14,sjka,10,1306544.0
244563,4,2020-11-14,sjka,9,1323185.0
244592,4,2020-11-14,sjka,8,1327583.0
244070,4,2020-11-14,sjka,26,1169451.0
244041,4,2020-11-14,sjka,27,1169944.0
244447,4,2020-11-14,sjka,13,1312966.0
244012,4,2020-11-14,sjka,28,1140483.0
244679,4,2020-11-14,sjka,5,1327433.0
244128,4,2020-11-14,sjka,24,1229919.0
244099,4,2020-11-14,sjka,25,1173760.0
243983,4,2020-11-14,sjka,29,1156349.0
131009,4,2020-11-14,l3,5,1355101.7764285502
131096,4,2020-11-14,l3,2,1333365.782850422
131067,4,2020-11-14,l3,3,1339374.7631888085
131038,4,2020-11-14,l3,4,1350221.940305615
130980,4,2020-11-14,l3,6,1358473.2461789534
43640,4,2020-11-14,l2,0,1345686.0730554746
43611,4,2020-11-14,l2,1,1341306.8205472357
43582,4,2020-11-14,l2,2,1320293.699323647
130313,4,2020-11-14,l3,29,1454584.784239986
130951,4,2020-11-14,l3,7,1356613.96195727
43205,4,2020-11-14,l2,15,1405645.9542946306
43234,4,2020-11-14,l2,14,1407758.2054950926
43176,4,2020-11-14,l2,16,1417449.682905591
43263,4,2020-11-14,l2,13,1352375.267977339
130342,4,2020-11-14,l3,28,1459702.0782846136
43350,4,2020-11-14,l2,10,1317989.661489535
43292,4,2020-11-14,l2,12,1347265.6684038865
43321,4,2020-11-14,l2,11,1330209.188781043
187761,4,2020-11-14,lanl,17,1585554.33
130719,4,2020-11-14,l3,15,1440821.240172668
130487,4,2020-11-14,l3,23,1461698.118693935
130690,4,2020-11-14,l3,16,1444883.3089399834
187734,4,2020-11-14,lanl,20,1632071.53610389
130748,4,2020-11-14,l3,14,1440100.72576948
187814,4,2020-11-14,lanl,10,1437605.8
130835,4,2020-11-14,l3,11,1399016.5166744944
130806,4,2020-11-14,l3,12,1425565.4863050417
187787,4,2020-11-14,lanl,13,1532608.95
130777,4,2020-11-14,l3,13,1431996.218060076
130545,4,2020-11-14,l3,21,1488108.4628213046
130574,4,2020-11-14,l3,20,1498132.0778004185
130516,4,2020-11-14,l3,22,1477892.323687488
187708,4,2020-11-14,lanl,24,2268416.52983457
130661,4,2020-11-14,l3,17,1465644.4865084672
130632,4,2020-11-14,l3,18,1487789.6653032114
130603,4,2020-11-14,l3,19,1495209.2394164202
187681,4,2020-11-14,lanl,27,1706007.84319259
43437,4,2020-11-14,l2,7,1333409.451725728
43466,4,2020-11-14,l2,6,1332831.7978581984
130400,4,2020-11-14,l3,26,1446034.5312679913
43524,4,2020-11-14,l2,4,1318253.990122105
130371,4,2020-11-14,l3,27,1453983.375373179
43495,4,2020-11-14,l2,5,1321205.482627015
130429,4,2020-11-14,l3,25,1442008.9563784786
130893,4,2020-11-14,l3,9,1361383.9812246186
187867,4,2020-11-14,lanl,3,1368853.41
130864,4,2020-11-14,l3,10,1372303.4923789538
187840,4,2020-11-14,lanl,6,1404981.75
43379,4,2020-11-14,l2,9,1327299.848450228
43553,4,2020-11-14,l2,3,1316788.1384658911
130458,4,2020-11-14,l3,24,1439685.5795779107
43408,4,2020-11-14,l2,8,1333056.045976629
130922,4,2020-11-14,l3,8,1356591.349788066
131125,4,2020-11-14,l3,1,1338161.583227462
43147,4,2020-11-14,l2,17,1393457.809131895
42973,4,2020-11-14,l2,23,1351784.3941306083
131154,4,2020-11-14,l3,0,1342452.1100925806
42944,4,2020-11-14,l2,24,1378590.135808503
43060,4,2020-11-14,l2,20,1391452.2613890716
43031,4,2020-11-14,l2,21,1366531.2023925935
43002,4,2020-11-14,l2,22,1369332.3198392417
42828,4,2020-11-14,l2,28,1389292.3174697962
42799,4,2020-11-14,l2,29,1502954.945014293
42857,4,2020-11-14,l2,27,1327455.6704737446
42886,4,2020-11-14,l2,26,1302681.202153824
42915,4,2020-11-14,l2,25,1321489.351076207
43118,4,2020-11-14,l2,18,1390544.2989152712
43089,4,2020-11-14,l2,19,1474940.9356927583
130778,4,2020-11-15,l3,14,1467507.6758493837
130865,4,2020-11-15,l3,11,1402441.6920260966
130807,4,2020-11-15,l3,13,1460561.563320425
130836,4,2020-11-15,l3,12,1431646.42607121
43409,4,2020-11-15,l2,9,1355306.943873605
130894,4,2020-11-15,l3,10,1390405.2036637273
130923,4,2020-11-15,l3,9,1385046.4433411432
43380,4,2020-11-15,l2,10,1348821.151319373
130575,4,2020-11-15,l3,21,1538629.0661094682
130633,4,2020-11-15,l3,19,1527620.569979695
130604,4,2020-11-15,l3,20,1535523.1469632117
131184,4,2020-11-15,l3,0,1371297.0972571848
130720,4,2020-11-15,l3,16,1477050.7494541677
130749,4,2020-11-15,l3,15,1476265.867533669
130662,4,2020-11-15,l3,18,1503818.8236142262
130691,4,2020-11-15,l3,17,1481438.287358055
131039,4,2020-11-15,l3,5,1377886.526256714
130981,4,2020-11-15,l3,7,1387104.4986427496
131010,4,2020-11-15,l3,6,1383356.131151812
131126,4,2020-11-15,l3,2,1363718.9712723116
131068,4,2020-11-15,l3,4,1365337.729859429
131097,4,2020-11-15,l3,3,1358211.6391991011
43467,4,2020-11-15,l2,7,1354505.7899788923
43525,4,2020-11-15,l2,5,1337128.9939098104
43496,4,2020-11-15,l2,6,1340764.8904035676
43438,4,2020-11-15,l2,8,1355706.5473227832
131155,4,2020-11-15,l3,1,1368836.3591348322
130952,4,2020-11-15,l3,8,1385046.2340399332
43670,4,2020-11-15,l2,0,1373359.428825126
43641,4,2020-11-15,l2,1,1370279.1716160793
43554,4,2020-11-15,l2,4,1335436.9458002578
43612,4,2020-11-15,l2,2,1364853.3752331743
43583,4,2020-11-15,l2,3,1339021.091396651
43061,4,2020-11-15,l2,21,1420733.1631444062
244129,4,2020-11-15,sjka,25,1246895.0
130401,4,2020-11-15,l3,27,1483355.7099116396
244535,4,2020-11-15,sjka,11,1325499.0
43032,4,2020-11-15,l2,22,1393793.7299798708
130372,4,2020-11-15,l3,28,1491752.4819890386
244158,4,2020-11-15,sjka,24,1350330.0
244477,4,2020-11-15,sjka,13,1358140.0
244187,4,2020-11-15,sjka,23,1339933.0
43090,4,2020-11-15,l2,20,1513558.500639677
130343,4,2020-11-15,l3,29,1497792.285921045
244506,4,2020-11-15,sjka,12,1327894.0
244100,4,2020-11-15,sjka,26,1187720.0
244593,4,2020-11-15,sjka,9,1349216.0
187894,4,2020-11-15,lanl,0,1403831.17
187868,4,2020-11-15,lanl,4,1393858.4
244013,4,2020-11-15,sjka,29,1153023.0
187841,4,2020-11-15,lanl,7,1432711.54
244622,4,2020-11-15,sjka,8,1349427.0
42974,4,2020-11-15,l2,24,1377899.8478864622
130430,4,2020-11-15,l3,26,1479102.353410832
244564,4,2020-11-15,sjka,10,1344243.0
43003,4,2020-11-15,l2,23,1396817.1670790657
244071,4,2020-11-15,sjka,27,1183491.0
244042,4,2020-11-15,sjka,28,1184023.0
130459,4,2020-11-15,l3,25,1476599.7070574071
43264,4,2020-11-15,l2,14,1376064.4413041128
43235,4,2020-11-15,l2,15,1438689.2782429208
244390,4,2020-11-15,sjka,16,1382815.0
244303,4,2020-11-15,sjka,19,1372871.0
43206,4,2020-11-15,l2,16,1436344.3054619348
43351,4,2020-11-15,l2,11,1338663.0372799702
244332,4,2020-11-15,sjka,18,1380487.0
43322,4,2020-11-15,l2,12,1352032.679675158
43293,4,2020-11-15,l2,13,1370343.9301163494
244361,4,2020-11-15,sjka,17,1390134.0
244448,4,2020-11-15,sjka,14,1331901.0
43119,4,2020-11-15,l2,19,1419657.4955601683
244216,4,2020-11-15,sjka,22,1344364.0
43148,4,2020-11-15,l2,18,1422857.7371958415
244274,4,2020-11-15,sjka,20,1371666.0
244419,4,2020-11-15,sjka,15,1382404.0
42945,4,2020-11-15,l2,25,1408936.1371702333
43177,4,2020-11-15,l2,17,1449429.861559059
244245,4,2020-11-15,sjka,21,1376959.0
42887,4,2020-11-15,l2,27,1327263.8714387089
130488,4,2020-11-15,l3,24,1499923.1799485637
130517,4,2020-11-15,l3,23,1517093.4553066883
187735,4,2020-11-15,lanl,21,1679391.72082777
187788,4,2020-11-15,lanl,14,1570622.6
244796,4,2020-11-15,sjka,2,1363170.0
244709,4,2020-11-15,sjka,5,1348648.0
42829,4,2020-11-15,l2,29,1420333.3114001767
244767,4,2020-11-15,sjka,3,1348031.0
42916,4,2020-11-15,l2,26,1347457.1069660808
187682,4,2020-11-15,lanl,28,1760537.32551158
244680,4,2020-11-15,sjka,6,1348853.0
187762,4,2020-11-15,lanl,18,1627723.22
130546,4,2020-11-15,l3,22,1527951.7062662186
187709,4,2020-11-15,lanl,25,2354854.9359125
187815,4,2020-11-15,lanl,11,1467770.87
244854,4,2020-11-15,sjka,0,1372536.0
244738,4,2020-11-15,sjka,4,1346118.0
244825,4,2020-11-15,sjka,1,1369405.0
244651,4,2020-11-15,sjka,7,1356214.0
42858,4,2020-11-15,l2,28,1353851.30145865
43178,4,2020-11-16,l2,18,1481869.937448169
244449,4,2020-11-16,sjka,15,1350408.0
244739,4,2020-11-16,sjka,5,1367328.0
